time_s,participant_1,participant_2,participant_3
1292.916,-152.37,97.64,123.85
1292.924,-190.96,120.27,135.92
1292.932,-157.81,141.05,158.12
1292.94,-135.66,158.74,189.26
1292.947,-124.17,171.28,229.26
1292.955,-117.51,178.99,269.06
1292.963,-96.08,183.35,288.18
1292.97,-80.01,181.03,284.4
1292.978,-76.95,170.79,273.93
1292.986,-66.04,158.24,257.63
1292.993,-44.59,142.45,220.05
1293.001,-23.74,114.37,158.34
1293.009,-5.59,74.35,86.87
1293.016,5.72,33.72,21.01
1293.024,5.3,-0.63,-35.13
1293.032,7.89,-30.17,-89.8
1293.04,30.24,-56.96,-141.76
1293.047,60.69,-79.54,-166.99
1293.055,80.94,-95.69,-165.2
1293.063,96.54,-105.95,-172.96
1293.07,117.25,-111.28,-154.86
1293.078,136.79,-110.75,-133.48
1293.086,149.43,-106.06,-122.93
1293.093,159.19,-101.92,-123.08
1293.101,162.91,-98.96,-121.25
1293.109,145.8,-94.68,-111.12
1293.116,105.69,-90.32,-99.6
1293.124,64.24,-87.99,-96.58
1293.132,36.69,-85.23,-99.68
1293.14,12.49,-80.11,-100.1
1293.147,-17.4,-76.32,-99.01
1293.155,-45.67,-76.99,-99.8
1293.163,-69.4,-79.29,-98.58
1293.17,-90.43,-80.01,-97.13
1293.178,-101.09,-80.37,-101.12
1293.186,-97.65,-81.85,-104.5
1293.193,-90.6,-82.81,-102.12
1293.201,-87.89,-81.95,-100.85
1293.209,-86.7,-80.92,-101.45
1293.216,-82.26,-81.5,-97.98
1293.224,-72.12,-82.5,-95.17
1293.232,-57.31,-81.43,-96.66
1293.24,-43.24,-77.93,-93.07
1293.247,-34.9,-74.23,-85.22
1293.255,-32.38,-72.94,-88.78
1293.263,-31.65,-73.73,-101.29
1293.27,-27.65,-74.65,-103.06
1293.278,-19.15,-76.18,-94.74
1293.286,-12.33,-74.7,-87.96
1293.293,-16.21,-70.95,-69.22
1293.301,-30.42,-68.23,-30.24
1293.309,-41.95,-68.29,-7.67
1293.316,-41.3,-68.84,-28.63
1293.324,-34.01,-66.26,-57.4
1293.332,-28.69,-61.32,-55.09
1293.34,-26.44,-58.54,-41.0
1293.347,-26.55,-58.68,-45.39
1293.355,-28.56,-58.14,-54.75
1293.363,-28.43,-55.92,-47.94
1293.37,-23.13,-53.43,-37.38
1293.378,-16.06,-50.62,-24.11
1293.386,-12.5,-47.93,43.14
1293.393,-13.24,-46.28,223.2
1293.401,-14.92,-44.64,531.13
1293.409,-14.31,-42.55,853.67
1293.416,-10.03,-41.33,847.58
1293.424,-3.61,-40.77,260.22
1293.432,0.23,-39.73,-486.74
1293.44,-0.6,-37.76,-651.17
1293.447,-2.15,-34.33,-256.53
1293.455,-2.67,-30.51,15.98
1293.463,-5.68,-29.2,-32.62
1293.47,-10.56,-30.51,-60.77
1293.478,-12.53,-31.71,9.62
1293.486,-12.85,-31.39,14.96
1293.493,-16.24,-29.52,-13.02
1293.501,-19.93,-26.92,8.03
1293.509,-20.61,-25.66,26.05
1293.516,-21.29,-26.07,19.16
1293.524,-21.97,-26.93,29.71
1293.532,-22.65,-27.61,49.73
1293.54,-23.33,-25.63,55.84
1293.547,-24.01,-20.53,65.64
1293.555,-24.69,-19.55,89.34
1293.563,-25.37,-24.74,109.75
1293.57,-22.36,-26.42,126.67
1293.578,2.77,-22.66,162.41
1293.586,37.67,-22.97,215.81
1293.593,33.12,-28.38,258.03
1293.601,-16.52,-31.31,272.92
1293.609,-42.36,-28.71,262.75
1293.616,-20.57,-20.89,235.41
1293.624,-15.17,-9.63,197.51
1293.632,-47.22,-0.74,148.69
1293.64,-69.94,1.69,89.17
1293.647,-80.67,-2.04,28.7
1293.655,-97.24,-12.61,-24.47
1293.663,-99.04,-28.43,-70.92
1293.67,-113.31,-37.45,-109.35
1293.678,-172.55,-30.33,-134.24
1293.686,-152.07,-20.13,-145.76
1293.693,105.4,-20.08,-149.53
1293.701,595.41,-18.01,-149.08
1293.709,1152.37,-0.38,-144.24
1293.716,1346.3,103.45,-134.45
1293.724,746.79,473.59,-121.95
1293.732,-225.24,1034.77,-110.39
1293.74,-587.78,1169.63,-101.12
1293.747,-294.45,524.27,-94.56
1293.755,-139.45,-207.45,-91.24
1293.763,-273.47,-279.13,-89.43
1293.77,-278.46,-29.07,-87.62
1293.778,-175.5,-39.26,-85.67
1293.786,-182.32,-156.21,-80.44
1293.793,-204.87,-62.69,-71.0
1293.801,-161.05,-74.38,-65.74
1293.809,-138.37,-83.47,-69.51
1293.816,-142.58,-63.22,-72.95
1293.824,-122.62,-54.72,-68.61
1293.832,-97.7,-27.88,-63.59
1293.84,-87.61,-12.77,-65.59
1293.847,-79.67,1.23,-72.27
1293.855,-71.95,17.72,-80.28
1293.863,-62.39,35.21,-88.65
1293.87,-42.08,54.97,-92.49
1293.878,-17.11,77.18,-88.64
1293.886,2.32,98.6,-83.69
1293.893,20.56,120.6,-83.1
1293.901,44.54,145.5,-83.12
1293.909,71.74,168.36,-83.47
1293.916,99.53,184.46,-90.23
1293.924,129.64,195.35,-96.88
1293.932,158.44,200.94,-85.17
1293.94,179.07,198.4,-55.27
1293.947,191.59,190.1,-32.94
1293.955,196.88,178.93,-36.73
1293.963,192.76,159.09,-56.28
1293.97,182.32,125.35,-69.94
1293.978,168.65,84.18,-70.01
1293.986,146.61,43.59,-65.28
1293.993,113.09,3.18,-64.14
1294.001,74.19,-36.19,-62.43
1294.009,38.95,-66.32,-56.05
1294.016,10.37,-83.38,-48.49
1294.024,-15.96,-93.31,-21.04
1294.032,-38.09,-101.49,81.22
1294.04,-46.28,-106.71,313.6
1294.047,-44.7,-106.49,662.08
1294.055,-45.64,-101.92,910.97
1294.063,-42.43,-96.45,679.64
1294.07,-36.79,-91.99,-57.07
1294.078,-33.7,-88.08,-654.33
1294.086,-30.42,-84.73,-573.4
1294.093,-34.28,-82.21,-159.54
1294.101,-49.71,-78.52,0.72
1294.109,-57.03,-72.68,-52.29
1294.116,-44.31,-67.94,-35.3
1294.124,-40.54,-67.08,13.31
1294.132,-43.56,-68.5,-0.43
1294.14,-55.13,-68.75,-3.48
1294.147,-70.78,-65.77,18.89
1294.155,-76.23,-61.39,25.96
1294.163,-67.65,-60.55,33.03
1294.17,-55.88,-63.46,37.47
1294.178,-48.54,-64.45,30.96
1294.186,-45.3,-62.48,44.79
1294.193,-44.62,-62.06,59.92
1294.201,-43.27,-62.58,62.34
1294.209,-37.86,-60.12,80.31
1294.216,-29.59,-56.27,110.12
1294.224,-22.22,-54.23,127.32
1294.232,-18.49,-53.14,143.41
1294.24,-18.59,-51.85,178.4
1294.247,-19.79,-50.16,222.19
1294.255,-22.78,-47.68,258.28
1294.263,-32.27,-46.36,286.35
1294.27,-44.1,-47.4,304.82
1294.278,-49.11,-47.0,303.31
1294.286,-51.19,-43.7,281.27
1294.293,-54.31,-42.1,249.7
1294.301,-40.65,-42.99,213.38
1294.309,0.25,-41.95,169.48
1294.316,34.63,-39.36,116.11
1294.324,23.53,-38.75,53.77
1294.332,-13.86,-38.59,-9.76
1294.34,-28.72,-36.87,-60.01
1294.347,-21.28,-35.93,-93.68
1294.355,-27.83,-36.45,-121.11
1294.363,-49.53,-36.97,-144.33
1294.37,-63.79,-37.05,-156.24
1294.378,-71.36,-31.67,-159.09
1294.386,-75.56,-26.54,-157.38
1294.393,-75.87,-27.12,-147.07
1294.401,-93.7,-28.26,-131.37
1294.409,-108.43,-24.63,-121.76
1294.416,-8.98,-20.6,-116.63
1294.424,298.97,-20.85,-107.64
1294.432,787.43,-22.88,-97.68
1294.44,1230.72,-23.9,-91.73
1294.447,1195.08,-24.49,-88.95
1294.455,504.96,-24.56,-90.4
1294.463,-265.04,-22.84,-95.63
1294.47,-440.63,-18.81,-99.16
1294.478,-213.65,-13.91,-99.91
1294.486,-150.71,-11.85,-101.55
1294.493,-239.94,-13.71,-104.54
1294.501,-219.6,-15.56,-107.99
1294.509,-165.02,-16.6,-111.42
1294.516,-187.1,-20.2,-111.86
1294.524,-194.08,-22.97,-109.74
1294.532,-156.65,-19.59,-111.43
1294.54,-139.2,-15.96,-115.71
1294.547,-131.47,-14.37,-113.44
1294.555,-106.84,-8.0,-108.57
1294.563,-91.04,12.47,-114.04
1294.57,-89.54,147.04,-124.07
1294.578,-77.97,562.59,-123.57
1294.586,-55.0,1069.63,-119.26
1294.593,-36.83,1037.33,-124.98
1294.601,-32.0,320.85,-128.18
1294.609,-36.49,-285.47,-105.28
1294.616,-38.04,-236.76,-62.66
1294.624,-18.78,-6.23,-35.92
1294.632,14.44,-52.7,-46.28
1294.64,45.57,-145.49,-76.6
1294.647,76.33,-93.78,-97.33
1294.655,105.62,-63.6,-97.56
1294.663,116.78,-96.87,-85.73
1294.67,112.9,-88.38,-76.12
1294.678,119.44,-61.45,-75.56
1294.686,138.73,-65.93,-77.19
1294.693,148.84,-66.87,-68.8
1294.701,141.35,-51.99,-33.78
1294.709,121.7,-45.11,70.51
1294.716,93.08,-41.77,323.23
1294.724,61.99,-30.8,699.31
1294.732,36.49,-17.5,860.2
1294.74,12.81,-5.13,1021.09
1294.747,-19.99,7.41,955.48
1294.755,-62.16,21.51,282.57
1294.763,-97.16,40.02,-564.02
1294.77,-109.1,61.68,-762.85
1294.778,-103.09,83.74,-355.15
1294.786,-94.99,107.37,-51.35
1294.793,-89.8,130.49,-58.18
1294.801,-86.16,149.04,-60.48
1294.809,-84.16,165.56,6.18
1294.816,-79.03,180.67,5.59
1294.824,-66.59,187.41,-14.59
1294.832,-52.39,183.9,14.26
1294.84,-42.92,175.1,34.68
1294.847,-38.73,161.61,29.49
1294.855,-37.92,139.04,39.89
1294.863,-35.61,103.96,60.72
1294.87,-27.04,58.99,73.0
1294.878,-15.86,14.13,86.12
1294.886,-10.44,-23.87,105.18
1294.893,-12.88,-56.78,128.04
1294.901,-17.45,-84.35,161.35
1294.909,-17.66,-103.99,205.04
1294.916,-12.33,-118.35,245.02
1294.924,-5.59,-120.27,273.21
1294.932,-2.54,-121.55,295.61
1294.94,-5.64,-122.82,314.79
1294.947,-11.64,-124.1,320.46
1294.955,-12.94,-125.38,305.27
1294.963,-7.29,-126.65,275.94
1294.97,-0.83,-127.93,240.39
1294.978,2.41,-129.26,195.44
1294.986,3.32,-130.71,134.76
1294.993,-0.24,-126.05,63.29
1295.001,-8.72,-121.05,-6.08
1295.009,-12.65,-116.91,-67.24
1295.016,-6.62,-111.25,-118.29
1295.024,-0.27,-102.98,-151.29
1295.032,-0.95,-93.57,-163.74
1295.04,-3.08,-85.87,-166.38
1295.047,-2.3,-80.38,-165.4
1295.055,0.17,-75.1,-156.76
1295.063,5.25,-71.15,-140.93
1295.07,11.76,-71.38,-122.54
1295.078,13.69,-72.43,-103.21
1295.086,10.9,-69.78,-87.05
1295.093,9.18,-68.11,-79.71
1295.101,5.25,-72.17,-77.86
1295.109,-11.65,-75.81,-70.91
1295.116,-32.67,-73.92,-53.88
1295.124,-25.34,-71.19,-37.67
1295.132,14.75,-70.42,-43.58
1295.14,38.58,-68.6,-72.69
1295.147,18.69,-65.93,-86.19
1295.155,-0.74,-64.51,-48.95
1295.163,9.24,-63.41,7.45
1295.17,14.71,-62.55,12.38
1295.178,14.36,-62.88,-43.67
1295.186,-19.97,-61.98,-94.65
1295.193,-58.18,-58.88,-100.63
1295.201,-74.63,-57.55,-94.43
1295.209,-81.64,-58.59,-107.71
1295.216,-80.39,-57.63,-122.94
1295.224,-83.49,-54.57,-118.49
1295.232,-120.39,-52.36,-103.8
1295.24,-133.49,-50.59,-95.35
1295.247,15.03,-48.64,-95.69
1295.255,393.56,-47.32,-106.81
1295.263,918.12,-46.6,-107.08
1295.27,1260.69,-46.78,-94.74
1295.278,952.08,-46.22,-72.94
1295.286,67.83,-42.31,-56.42
1295.293,-547.51,-38.92,-56.37
1295.301,-436.26,-39.49,-50.67
1295.309,-172.29,-38.31,18.97
1295.316,-226.04,-33.57,198.79
1295.324,-309.23,-32.07,558.77
1295.332,-226.91,-33.55,993.69
1295.34,-185.03,-32.16,1025.64
1295.347,-214.6,-29.38,284.46
1295.355,-188.12,-28.06,-673.06
1295.363,-147.82,-26.54,-870.14
1295.37,-149.48,-25.36,-361.68
1295.378,-140.92,-25.58,-34.8
1295.386,-114.42,-24.52,-105.69
1295.393,-102.6,-22.36,-121.81
1295.401,-91.45,-22.09,-18.02
1295.409,-69.95,-21.89,-14.86
1295.416,-54.08,-19.88,-50.65
1295.424,-42.18,-20.13,-17.81
1295.432,-24.34,-24.1,6.71
1295.44,-3.93,-26.49,-1.74
1295.447,16.78,-23.1,16.54
1295.455,39.56,-13.82,49.51
1295.463,64.21,-3.51,63.62
1295.47,90.9,-1.27,76.72
1295.478,118.01,-5.73,104.18
1295.486,142.85,-5.26,136.61
1295.493,161.99,-3.87,166.06
1295.501,168.77,-13.89,194.1
1295.509,165.92,-23.03,231.64
1295.516,165.9,-15.97,280.44
1295.524,166.41,-8.95,318.5
1295.532,155.1,-11.07,332.9
1295.54,133.58,-6.65,336.71
1295.547,107.6,5.3,332.54
1295.555,76.03,68.4,304.4
1295.563,42.38,303.79,252.3
1295.57,11.61,769.84,192.38
1295.578,-17.35,1118.58,126.2
1295.586,-42.28,851.9,45.82
1295.593,-57.87,146.24,-35.62
1295.601,-63.56,-250.99,-94.26
1295.609,-62.5,-137.92,-132.49
1295.616,-64.22,-10.21,-164.74
1295.624,-77.31,-86.29,-181.36
1295.632,-90.54,-128.29,-172.99
1295.64,-87.28,-77.09,-160.79
1295.647,-72.38,-69.5,-164.91
1295.655,-58.61,-89.86,-173.0
1295.663,-48.44,-74.13,-157.03
1295.67,-42.39,-58.27,-119.67
1295.678,-40.65,-59.14,-106.42
1295.686,-38.24,-50.35,-119.62
1295.693,-32.63,-38.82,-91.25
1295.701,-26.07,-35.68,-34.14
1295.709,-20.3,-28.49,-51.68
1295.716,-16.84,-15.91,-121.36
1295.724,-17.19,-5.07,-124.96
1295.732,-20.48,7.93,-84.77
1295.74,-21.47,23.97,-91.96
1295.747,-22.46,38.1,-114.58
1295.755,-23.45,54.01,-97.66
1295.763,-24.44,76.04,-80.5
1295.77,-25.43,98.89,-92.79
1295.778,-26.42,119.65,-99.87
1295.786,-27.41,141.98,-87.22
1295.793,-35.23,163.83,-82.39
1295.801,-41.51,178.68,-95.59
1295.809,-43.03,186.22,-96.82
1295.816,-43.28,188.98,-98.05
1295.824,-45.18,186.72,-99.29
1295.832,-45.65,179.23,-100.52
1295.84,-40.24,166.04,-101.75
1295.847,-32.17,144.12,-102.98
1295.855,-33.64,111.73,-104.22
1295.863,-48.81,71.59,-105.45
1295.87,-61.47,30.07,-106.68
1295.878,-58.28,-6.44,-107.92
1295.886,-48.58,-37.34,-107.3
1295.893,-42.31,-65.78,-100.23
1295.901,-36.3,-89.28,-92.27
1295.909,-32.11,-102.73,-92.36
1295.916,-34.14,-108.49,-99.74
1295.924,-34.83,-111.88,-93.26
1295.932,-27.68,-112.38,-60.85
1295.94,-17.49,-108.64,-32.73
1295.947,-9.21,-103.31,-42.54
1295.955,-6.42,-97.7,-74.28
1295.963,-11.43,-90.45,-88.89
1295.97,-16.93,-83.63,-82.67
1295.978,-14.58,-81.09,-82.81
1295.986,-2.05,-80.37,-93.39
1295.993,27.62,-76.08,-87.8
1296.001,67.84,-71.13,-63.15
1296.009,81.03,-71.26,-44.08
1296.016,55.07,-72.95,-16.72
1296.024,36.21,-71.67,89.16
1296.032,45.09,-71.84,363.55
1296.04,35.21,-74.75,803.04
1296.047,-11.55,-73.46,1080.73
1296.055,-47.08,-67.93,704.15
1296.063,-49.21,-66.62,-195.93
1296.07,-44.88,-69.74,-742.89
1296.078,-45.61,-68.96,-518.53
1296.086,-61.39,-63.31,-120.9
1296.093,-107.52,-60.23,-62.21
1296.101,-107.2,-61.46,-122.68
1296.109,87.96,-62.18,-75.4
1296.116,535.3,-62.86,-38.34
1296.124,1098.04,-59.51,-50.39
1296.132,1365.18,-55.85,-31.35
1296.14,893.81,-56.29,-8.76
1296.147,-50.16,-56.85,-11.19
1296.155,-555.67,-54.11,10.88
1296.163,-366.06,-51.52,52.61
1296.17,-159.76,-50.73,64.0
1296.178,-260.53,-48.3,58.6
1296.186,-318.78,-44.04,77.43
1296.193,-233.04,-42.92,114.18
1296.201,-214.45,-45.99,143.98
1296.209,-239.2,-47.25,170.77
1296.216,-198.56,-43.43,210.31
1296.224,-161.69,-39.07,255.52
1296.232,-170.39,-37.69,287.17
1296.24,-160.32,-37.58,306.07
1296.247,-130.44,-37.31,322.42
1296.255,-125.73,-36.89,324.16
1296.263,-111.51,-36.22,295.81
1296.27,-43.63,-35.88,251.32
1296.278,40.52,-36.16,208.85
1296.286,52.12,-36.36,159.55
1296.293,65.83,-35.37,90.74
1296.301,75.21,-32.5,11.23
1296.309,87.2,-30.24,-60.41
1296.316,94.02,-31.58,-112.5
1296.324,100.29,-32.67,-144.03
1296.332,107.04,-29.46,-162.39
1296.34,104.0,-27.1,-177.12
1296.347,68.03,-29.08,-191.25
1296.355,12.79,-29.53,-196.45
1296.363,-54.65,-26.35,-185.24
1296.37,-99.27,-24.73,-167.25
1296.378,-106.52,-25.79,-155.08
1296.386,-100.65,-26.39,-144.9
1296.393,-103.44,-26.09,-131.59
1296.401,-109.83,-26.32,-119.4
1296.409,-109.77,-27.43,-115.77
1296.416,-100.74,-28.59,-105.6
1296.424,-85.62,-29.36,-102.28
1296.432,-71.31,-30.18,-104.71
1296.44,-60.22,-29.38,-94.93
1296.447,-50.84,-23.73,-98.85
1296.455,-46.83,-13.91,-115.15
1296.463,-48.38,-4.14,-115.39
1296.47,-45.53,2.82,-97.1
1296.478,-35.12,4.4,-82.1
1296.486,-27.45,-4.05,-77.52
1296.493,-28.08,-21.85,-80.55
1296.501,-30.45,-35.0,-90.18
1296.509,-28.52,-30.87,-93.77
1296.516,-23.16,-21.57,-72.68
1296.524,-17.34,-22.68,-34.44
1296.532,-14.2,-21.66,-13.63
1296.54,-15.64,-6.03,-28.18
1296.547,-18.42,78.46,-55.74
1296.555,-17.61,404.56,-62.79
1296.563,-13.39,945.93,-44.34
1296.57,-9.27,1140.21,-30.76
1296.578,-7.23,578.55,-45.37
1296.586,-6.75,-153.77,-62.88
1296.593,-8.19,-286.66,-56.7
1296.601,-16.89,-46.55,-50.94
1296.609,-33.51,-24.4,-42.91
1296.616,-43.22,-146.67,52.32
1296.624,-36.42,-122.59,333.06
1296.632,-27.8,-49.89,845.78
1296.64,-29.63,-71.11,1363.42
1296.647,-30.72,-67.58,1230.99
1296.655,-21.53,-57.37,176.22
1296.663,-10.46,-46.81,-844.12
1296.67,-6.8,-47.29,-818.1
1296.678,-10.56,-16.39,-231.72
1296.686,-15.8,13.38,-55.98
1296.693,-10.19,29.77,-183.17
1296.701,15.59,41.75,-140.21
1296.709,45.44,61.72,-54.58
1296.716,47.49,85.54,-90.23
1296.724,23.86,108.89,-97.11
1296.732,13.45,131.41,-46.16
1296.74,25.19,153.74,-30.35
1296.747,25.57,176.3,-23.32
1296.755,5.55,192.17,2.37
1296.763,-10.56,196.22,12.61
1296.77,-16.06,196.26,22.53
1296.778,-16.75,196.84,59.86
1296.786,-15.14,190.02,101.38
1296.793,-36.36,171.15,133.13
1296.801,-78.21,142.68,171.96
1296.809,-29.98,106.08,218.56
1296.816,238.47,64.5,263.56
1296.824,722.74,22.89,316.17
1296.832,1180.44,-16.05,374.36
1296.84,1319.78,-48.82,405.83
1296.847,1347.31,-73.07,399.53
1296.855,776.61,-90.86,381.81
1296.863,-149.3,-102.56,357.02
1296.87,-563.99,-108.41,301.93
1296.878,-337.99,-112.4,219.38
1296.886,-162.4,-113.04,130.44
1296.893,-281.19,-106.32,38.32
1296.901,-325.83,-98.81,-54.5
1296.909,-230.47,-96.14,-129.57
1296.916,-212.58,-91.8,-175.57
1296.924,-238.68,-83.97,-200.11
1296.932,-205.99,-79.66,-215.66
1296.94,-177.55,-77.85,-230.08
1296.947,-179.75,-73.73,-243.12
1296.955,-166.35,-71.38,-246.34
1296.963,-151.89,-73.47,-244.5
1296.97,-153.73,-74.04,-242.67
1296.978,-143.47,-71.44,-240.84
1296.986,-120.06,-71.46,-239.0
1296.993,-102.23,-75.61,-234.39
1297.001,-82.87,-78.9,-222.32
1297.009,-57.89,-76.73,-205.33
1297.016,-36.7,-69.27,-182.43
1297.024,-16.08,-62.37,-164.33
1297.032,9.89,-60.52,-152.33
1297.04,37.65,-60.46,-135.45
1297.047,66.23,-59.1,-118.8
1297.055,95.84,-58.27,-115.65
1297.063,122.99,-57.17,-118.35
1297.07,145.03,-54.79,-113.47
1297.078,158.17,-54.9,-105.89
1297.086,160.21,-57.18,-105.21
1297.093,157.63,-56.51,-109.7
1297.101,153.74,-52.79,-111.53
1297.109,136.8,-48.36,-107.57
1297.116,96.55,-44.88,-105.8
1297.124,45.65,-45.66,-116.17
1297.132,6.76,-48.47,-133.33
1297.14,-19.0,-46.43,-141.66
1297.147,-46.56,-41.4,-137.87
1297.155,-74.04,-39.21,-133.29
1297.163,-88.29,-38.31,-132.62
1297.17,-93.0,-35.9,-123.85
1297.178,-98.23,-36.24,-97.26
1297.186,-100.56,-34.75,-66.48
1297.193,-96.34,-33.46,-58.57
1297.201,-92.81,-29.3,-81.33
1297.209,-94.06,-27.55,-108.26
1297.216,-93.3,-27.29,-107.81
1297.224,-84.43,-25.64,-88.25
1297.232,-71.57,-24.34,-83.81
1297.24,-60.95,-25.93,-93.63
1297.247,-50.3,-27.13,-92.86
1297.255,-37.06,-24.97,-89.49
1297.263,-26.78,-23.22,-80.57
1297.27,-22.05,-24.8,5.53
1297.278,-18.21,-24.33,263.08
1297.286,-15.0,-16.72,748.47
1297.293,-14.29,-7.72,1294.43
1297.301,-11.76,-6.45,1328.98
1297.309,-7.23,-10.91,482.32
1297.316,-7.48,-13.2,-553.62
1297.324,-11.37,-15.85,-770.25
1297.332,-12.29,-24.34,-335.66
1297.34,-10.33,-29.06,-114.77
1297.347,-6.77,-22.3,-198.89
1297.355,-1.7,-16.9,-175.13
1297.363,-0.08,-17.99,-77.6
1297.37,-4.0,-10.64,-89.89
1297.378,-6.81,44.2,-107.08
1297.386,-3.93,272.37,-62.47
1297.393,2.15,743.92,-40.06
1297.401,7.11,1096.05,-36.36
1297.409,7.49,792.99,-13.29
1297.416,7.87,44.29,-4.01
1297.424,8.24,-325.82,-8.85
1297.432,8.62,-146.13,11.91
1297.44,9.0,-2.46,49.76
1297.447,9.37,-98.02,85.58
1297.455,9.47,-135.19,133.77
1297.463,8.32,-72.22,191.08
1297.47,6.0,-72.57,235.53
1297.478,5.52,-99.11,276.05
1297.486,10.31,-79.24,319.61
1297.493,12.24,-63.91,344.55
1297.501,-5.76,-69.94,363.68
1297.509,-36.95,-63.98,390.2
1297.516,-50.77,-53.37,352.51
1297.524,-40.54,-48.5,135.53
1297.532,-29.93,-36.73,92.99
1297.54,-29.56,-21.41,-4.44
1297.547,-26.41,-12.59,-107.4
1297.555,-6.05,-3.17,-184.22
1297.563,30.69,13.22,-191.78
1297.57,57.16,31.41,-194.37
1297.578,49.24,49.13,-209.68
1297.586,31.59,69.69,-190.87
1297.593,38.1,92.77,-164.55
1297.601,45.08,115.64,-164.6
1297.609,21.88,137.94,-153.89
1297.616,-4.57,158.73,-120.76
1297.624,-7.54,176.32,-103.43
1297.632,-2.16,189.67,-108.79
1297.64,1.06,194.7,-114.47
1297.647,-9.66,188.33,-110.05
1297.655,-55.97,175.79,-95.51
1297.663,-75.83,161.01,-82.63
1297.67,74.39,137.69,-86.87
1297.678,466.55,100.62,-101.37
1297.686,1002.44,54.64,-106.18
1297.693,1338.02,9.0,-95.33
1297.701,1019.13,-29.06,-80.11
1297.709,138.32,-59.15,-77.58
1297.716,-486.67,-86.42,-93.06
1297.724,-415.22,-109.5,-112.13
1297.732,-180.1,-117.04,-118.96
1297.74,-232.38,-122.45,-116.77
1297.747,-322.11,-124.72,-117.57
1297.755,-261.75,-126.99,-113.29
1297.763,-224.21,-127.11,-85.5
1297.77,-243.45,-121.91,-48.44
1297.778,-216.67,-114.12,-33.62
1297.786,-183.48,-107.23,-40.4
1297.793,-190.47,-101.87,-54.0
1297.801,-185.64,-98.33,-70.61
1297.809,-157.04,-95.81,-77.66
1297.816,-138.13,-91.52,-69.5
1297.824,-124.56,-85.49,-60.28
1297.832,-106.67,-82.67,-46.47
1297.84,-95.12,-84.99,-24.15
1297.847,-84.62,-86.18,-15.44
1297.855,-61.51,-83.04,-5.19
1297.863,-31.79,-82.64,82.27
1297.87,-6.18,-86.77,361.11
1297.878,15.31,-85.98,907.66
1297.886,35.97,-80.1,1401.43
1297.893,60.4,-80.06,1116.63
1297.901,92.4,-84.19,2.95
1297.909,127.0,-82.22,-819.05
1297.916,155.14,-76.95,-624.88
1297.924,172.04,-75.02,-132.91
1297.932,176.78,-72.7,-82.64
1297.94,173.83,-68.43,-184.37
1297.947,170.5,-66.86,-106.21
1297.955,164.72,-65.8,-45.6
1297.963,147.03,-61.48,-87.7
1297.97,115.46,-59.02,-86.71
1297.978,75.73,-61.19,-49.39
1297.986,32.01,-61.77,-48.6
1297.993,-11.11,-59.15,-51.88
1298.001,-44.09,-59.39,-30.33
1298.009,-59.34,-62.72,-4.53
1298.016,-60.36,-62.92,12.93
1298.024,-61.39,-58.36,28.07
1298.032,-62.42,-51.56,55.35
1298.04,-63.44,-44.62,96.23
1298.047,-64.47,-40.67,137.8
1298.055,-65.49,-40.97,182.2
1298.063,-66.52,-42.53,232.42
1298.07,-67.55,-45.21,278.49
1298.078,-77.2,-50.38,323.58
1298.086,-89.35,-51.67,337.92
1298.093,-91.04,-45.43,352.25
1298.101,-82.4,-40.49,365.64
1298.109,-73.45,-38.89,368.71
1298.116,-66.89,-30.72,346.16
1298.124,-66.86,12.88,324.2
1298.132,-79.34,203.68,280.3
1298.14,-89.68,636.91,185.2
1298.147,-78.45,1043.91,67.66
1298.155,-55.52,900.78,-29.64
1298.163,-41.71,231.01,-96.97
1298.17,-38.02,-254.43,-140.55
1298.178,-35.98,-201.5,-171.58
1298.186,-31.83,-37.81,-199.41
1298.193,-25.02,-83.91,-215.77
1298.201,-18.82,-144.16,-212.57
1298.209,-15.37,-98.76,-204.44
1298.216,-13.38,-78.74,-204.93
1298.224,-18.56,-101.8,-201.39
1298.232,-36.22,-89.87,-182.13
1298.24,-52.34,-66.06,-167.39
1298.247,-50.3,-65.46,-177.27
1298.255,-38.73,-60.75,-190.95
1298.263,-36.33,-44.5,-178.98
1298.27,-42.12,-35.22,-149.2
1298.278,-42.78,-29.99,-125.5
1298.286,-38.03,-19.94,-112.87
1298.293,-38.97,-11.0,-104.86
1298.301,-46.05,-9.25,-97.01
1298.309,-48.59,-7.49,-86.74
1298.316,-44.97,-5.74,-78.01
1298.324,-41.71,-3.98,-77.33
1298.332,-37.66,-2.23,-78.28
1298.34,-29.22,-0.47,-73.46
1298.347,-20.92,1.29,-75.02
1298.355,-17.68,6.39,-89.26
1298.363,-17.95,25.19,-97.01
1298.37,-17.51,44.47,-92.56
1298.378,-13.29,62.16,-94.76
1298.386,-6.51,81.3,-102.13
1298.393,-1.33,105.11,-94.95
1298.401,1.21,131.3,-73.57
1298.409,1.75,153.75,-47.92
1298.416,-0.99,170.96,-23.45
1298.424,-5.15,186.24,-16.71
1298.432,0.24,198.6,-36.59
1298.44,28.96,203.07,-58.65
1298.447,73.14,198.72,-59.15
1298.455,92.75,186.91,-48.51
1298.463,68.1,166.39,-47.03
1298.47,44.14,136.25,-53.14
1298.478,58.02,97.95,-53.65
1298.486,69.99,53.78,-52.52
1298.493,46.1,8.55,-55.18
1298.501,20.1,-30.8,-33.04
