time_s,participant_1,participant_2,participant_3
1116.409,5.32,-49.87,-125.18
1116.416,-0.69,-52.04,-117.03
1116.424,57.94,-48.95,-113.74
1116.432,87.91,-39.15,-117.98
1116.44,45.99,-31.79,-120.48
1116.447,5.89,-35.07,-117.23
1116.455,16.03,-41.02,-115.59
1116.463,24.8,-37.47,-119.01
1116.47,-17.07,-31.57,-123.03
1116.478,-70.21,-35.37,-125.66
1116.486,-88.21,-39.64,-126.73
1116.493,-98.61,-32.56,-122.5
1116.501,-115.65,-23.56,-113.42
1116.509,-105.05,-22.49,-108.92
1116.516,-96.19,-22.89,-113.81
1116.524,-133.39,-20.44,-120.1
1116.532,-158.76,-20.43,-121.58
1116.54,-89.45,-23.14,-123.24
1116.547,209.98,-22.05,-127.53
1116.555,825.29,-16.97,-123.83
1116.563,1285.73,-16.7,-100.71
1116.57,984.9,-23.87,-65.5
1116.578,199.24,-26.89,-43.71
1116.586,-151.72,-18.9,-51.08
1116.593,-439.67,-10.79,-72.91
1116.601,-243.93,-10.74,-83.11
1116.609,-148.44,-11.17,-76.39
1116.616,-181.11,-7.41,-66.96
1116.624,-140.53,-6.2,-60.63
1116.632,-153.1,-9.41,-51.64
1116.64,-159.65,-9.66,-46.04
1116.647,-126.31,-5.87,-44.12
1116.655,-105.16,-6.17,-4.65
1116.663,-112.47,-11.52,127.79
1116.67,-113.25,-12.86,404.9
1116.678,-100.01,-8.18,827.8
1116.686,-85.57,-4.04,1117.9
1116.693,-44.78,0.03,799.37
1116.701,20.94,4.48,-44.43
1116.709,31.89,5.78,-591.9
1116.716,-21.65,7.07,-422.78
1116.724,-32.09,8.37,-83.44
1116.732,35.11,9.67,-49.82
1116.74,104.49,10.97,-99.88
1116.747,131.85,12.27,-107.62
1116.755,122.8,13.57,-115.36
1116.763,104.92,15.71,-103.29
1116.77,118.1,15.53,-29.09
1116.778,137.07,8.59,-43.03
1116.786,102.09,-1.92,-53.46
1116.793,47.52,-10.11,-8.46
1116.801,35.17,-7.34,4.36
1116.809,38.63,2.07,-6.27
1116.816,23.52,3.07,10.89
1116.824,-2.65,-3.6,26.05
1116.832,-41.13,7.95,28.94
1116.84,-62.12,114.86,52.66
1116.847,-31.8,440.99,85.25
1116.855,-27.29,913.25,103.89
1116.863,-95.4,1075.21,129.77
1116.87,-108.95,610.05,173.3
1116.878,-25.54,-40.45,209.51
1116.886,-3.86,-234.27,229.34
1116.893,-75.12,-66.92,245.71
1116.901,-92.07,-16.13,257.78
1116.909,-48.45,-103.61,257.24
1116.916,-54.51,-109.41,250.07
1116.924,-83.44,-72.62,239.4
1116.932,-53.54,-87.49,208.93
1116.94,-5.28,-94.36,147.37
1116.947,3.15,-69.16,70.49
1116.955,-1.34,-60.95,1.14
1116.963,-10.62,-62.0,-55.41
1116.97,-57.07,-46.14,-101.15
1116.978,-104.02,-31.06,-133.36
1116.986,-88.77,-26.44,-159.59
1116.993,-38.42,-18.78,-187.28
1117.001,-11.51,-8.78,-192.75
1117.009,-7.21,-2.48,-162.29
1117.016,2.51,8.55,-138.53
1117.024,27.48,30.14,-146.7
1117.032,44.17,54.87,-145.48
1117.04,17.01,76.81,-118.72
1117.047,-24.57,98.79,-105.37
1117.055,-8.68,123.38,-107.43
1117.063,48.36,147.95,-93.14
1117.07,69.01,167.68,-76.48
1117.078,59.22,177.52,-84.53
1117.086,77.55,175.66,-96.01
1117.093,110.95,168.06,-88.41
1117.101,109.56,162.15,-79.58
1117.109,77.84,155.19,-81.55
1117.116,48.16,137.92,-82.47
1117.124,34.15,108.73,-83.81
1117.132,29.11,74.23,-91.93
1117.14,11.64,38.1,-90.31
1117.147,-14.08,1.22,-70.31
1117.155,-55.22,-32.41,-52.74
1117.163,-25.64,-61.35,-51.92
1117.17,30.14,-87.94,-59.16
1117.178,-22.53,-107.73,-63.78
1117.186,-98.12,-115.36,-62.1
1117.193,71.2,-117.63,-56.11
1117.201,548.3,-121.27,-50.24
1117.209,1118.71,-120.35,-46.66
1117.216,1407.46,-110.31,-48.3
1117.224,1021.17,-97.08,-52.63
1117.232,113.82,-87.67,-43.36
1117.24,-483.7,-84.21,-14.14
1117.247,-388.23,-84.2,12.97
1117.255,-173.52,-81.8,15.82
1117.263,-228.74,-74.79,-1.08
1117.27,-259.31,-68.16,-18.78
1117.278,-152.47,-66.36,-23.05
1117.286,-141.09,-67.62,-15.32
1117.293,-194.45,-68.8,-13.05
1117.301,-137.31,-69.74,-5.57
1117.309,-59.92,-70.95,14.59
1117.316,-96.89,-71.52,264.38
1117.324,-164.66,-71.17,609.54
1117.332,-154.72,-70.41,862.02
1117.34,-96.2,-68.92,654.71
1117.347,-55.52,-67.66,-66.83
1117.355,-56.18,-66.28,-682.57
1117.363,-79.69,-65.14,-600.64
1117.37,-83.53,-64.15,-143.37
1117.378,-65.37,-61.27,42.83
1117.386,-56.9,-57.23,-23.01
1117.393,-38.46,-56.96,-12.55
1117.401,15.81,-60.12,46.53
1117.409,57.89,-58.56,30.68
1117.416,58.47,-49.79,16.04
1117.424,70.86,-43.13,48.0
1117.432,114.38,-45.02,62.57
1117.44,137.37,-49.48,51.8
1117.447,140.28,-49.96,54.5
1117.455,168.76,-48.26,70.29
1117.463,181.09,-47.03,85.08
1117.47,119.05,-45.31,101.4
1117.478,62.3,-43.52,123.35
1117.486,87.42,-44.16,150.04
1117.493,98.73,-47.06,179.22
1117.501,27.5,-48.03,209.45
1117.509,-20.82,-44.59,241.38
1117.516,-2.11,-41.25,273.62
1117.524,-17.21,-41.68,297.63
1117.532,-71.91,-38.98,303.45
1117.54,-76.92,-29.09,291.1
1117.547,-56.2,-25.34,265.97
1117.555,-72.06,-35.74,226.3
1117.563,-82.99,-44.01,170.17
1117.57,-67.95,-40.71,103.61
1117.578,-74.82,-41.12,31.61
1117.586,-81.01,-49.35,-40.48
1117.593,-49.78,-49.37,-100.3
1117.601,-39.29,-40.47,-141.71
1117.609,-56.98,-34.86,-168.83
1117.616,-28.75,-31.09,-182.43
1117.624,10.16,-26.89,-185.13
1117.632,-17.49,-30.12,-186.62
1117.64,-54.24,-36.83,-187.07
1117.647,-47.01,-34.23,-180.35
1117.655,-57.39,-27.17,-171.09
1117.663,-98.56,-27.78,-161.49
1117.67,-98.2,-31.39,-145.97
1117.678,-119.16,-28.93,-132.27
1117.686,-138.95,-24.33,-128.58
1117.693,-114.98,-22.69,-121.1
1117.701,-119.46,-21.93,-104.05
1117.709,-133.71,-23.99,-95.17
1117.716,-64.54,-30.85,-94.95
1117.724,-39.27,-31.28,-84.3
1117.732,-84.78,-17.93,-70.3
1117.74,-84.29,-3.07,-74.1
1117.747,-56.85,6.38,-84.71
1117.755,-93.6,15.97,-82.47
1117.763,-122.47,14.62,-79.7
1117.77,-85.2,-7.08,-90.18
1117.778,-76.8,-24.66,-99.25
1117.786,-114.04,-28.43,-95.92
1117.793,-112.59,-36.8,-91.43
1117.801,-112.94,-27.42,-94.05
1117.809,-173.46,1.11,-98.18
1117.816,-145.38,-21.34,-97.73
1117.824,152.99,-26.52,-95.34
1117.832,700.1,154.34,-98.37
1117.84,1252.38,411.86,-103.4
1117.847,1336.95,508.9,-94.37
1117.855,655.5,491.62,-70.69
1117.863,-243.95,298.7,-64.8
1117.87,-507.95,-64.47,-58.91
1117.878,-239.05,-216.88,-53.02
1117.886,-139.48,-80.57,-47.14
1117.893,-267.21,-75.26,-41.26
1117.901,-268.77,-79.23,-45.56
1117.909,-188.39,-64.12,-65.07
1117.916,-201.26,-59.27,-79.0
1117.924,-225.73,-57.22,-76.22
1117.932,-189.96,-45.54,-66.62
1117.94,-156.05,-33.15,-61.79
1117.947,-146.11,-18.14,-59.49
1117.955,-145.45,-2.13,-57.7
1117.963,-150.86,5.37,-49.48
1117.97,-131.96,15.27,2.24
1117.978,-83.03,40.96,144.31
1117.986,-48.03,69.78,393.54
1117.993,-36.48,89.75,684.26
1118.001,-29.22,112.28,771.15
1118.009,-20.08,144.38,381.64
1118.016,5.09,172.99,-290.81
1118.024,38.71,190.22,-615.12
1118.032,54.75,202.03,-376.98
1118.04,74.33,209.63,-62.34
1118.047,107.03,208.52,-23.2
1118.055,110.2,199.86,-69.26
1118.063,95.54,186.03,-30.08
1118.07,118.94,165.25,-1.44
1118.078,164.41,135.87,-15.86
1118.086,172.41,96.41,-2.9
1118.093,129.54,48.71,23.21
1118.101,73.45,3.62,24.16
1118.109,42.12,-32.8,26.2
1118.116,27.75,-68.26,44.41
1118.124,11.44,-101.85,57.73
1118.132,11.76,-118.73,67.22
1118.14,23.49,-118.81,90.98
1118.147,0.39,-118.58,122.34
1118.155,-39.55,-124.18,142.57
1118.163,-39.02,-128.36,158.09
1118.17,-24.45,-123.93,190.51
1118.178,-38.89,-111.05,234.96
1118.186,-44.31,-101.0,262.69
1118.193,-19.81,-101.91,265.64
1118.201,-13.43,-102.14,259.93
1118.209,22.45,-91.09,248.67
1118.216,40.42,-80.09,221.28
1118.224,12.74,-79.38,178.09
1118.232,-18.27,-81.47,124.75
1118.24,-23.53,-80.03,62.52
1118.247,4.66,-77.34,-0.39
1118.255,26.94,-73.73,-51.75
1118.263,4.62,-70.6,-90.76
1118.27,-24.47,-72.44,-122.78
1118.278,-10.52,-76.28,-147.22
1118.286,22.27,-76.79,-161.43
1118.293,9.95,-78.73,-167.02
1118.301,-46.24,-82.44,-166.31
1118.309,-70.45,-75.4,-159.54
1118.316,-39.13,-60.19,-148.28
1118.324,-18.71,-57.04,-135.36
1118.332,-18.34,-65.13,-121.56
1118.34,22.87,-66.53,-109.82
1118.347,54.19,-62.72,-103.8
1118.355,-19.37,-62.49,-97.24
1118.363,-105.91,-60.02,-83.57
1118.37,-78.4,-55.79,-72.58
1118.378,-24.17,-58.54,-73.28
1118.386,-59.99,-60.79,-76.51
1118.393,-131.32,-54.19,-74.94
1118.401,-151.36,-49.34,-75.99
1118.409,-109.11,-51.29,-84.29
1118.416,-54.59,-51.87,-92.63
1118.424,-78.94,-52.45,-93.37
1118.432,-157.59,-51.18,-84.15
1118.44,-94.37,-53.96,-86.77
1118.447,220.66,-57.61,-90.41
1118.455,721.33,-53.91,-82.96
1118.463,1244.33,-42.32,-80.04
1118.47,1361.32,-29.89,-75.38
1118.478,688.33,-27.22,-64.81
1118.486,-257.58,-33.95,-57.05
1118.493,-530.75,-35.92,-56.13
1118.501,-224.31,-32.02,-51.25
1118.509,-122.59,-36.96,-31.43
1118.516,-249.97,-47.24,-5.52
1118.524,-194.96,-43.12,1.68
1118.532,-99.52,-29.52,-18.06
1118.54,-182.83,-29.26,-41.37
1118.547,-224.21,-35.38,-45.3
1118.555,-121.88,-14.12,-37.14
1118.563,-77.47,92.76,-33.46
1118.57,-116.99,396.55,-31.91
1118.578,-110.98,863.42,-28.19
1118.586,-84.13,1059.65,-26.63
1118.593,-91.52,611.93,-5.83
1118.601,-82.74,-69.02,86.15
1118.609,-54.17,-283.1,297.0
1118.616,-51.09,-99.46,618.56
1118.624,-36.2,-40.54,848.51
1118.632,15.22,-134.59,618.88
1118.64,27.34,-129.44,-79.4
1118.647,-5.39,-73.94,-620.69
1118.655,16.29,-87.84,-525.86
1118.663,75.53,-103.05,-142.8
1118.67,74.71,-80.4,5.97
1118.678,57.11,-70.5,-29.7
1118.686,90.07,-70.8,-9.72
1118.693,114.42,-55.77,31.03
1118.701,127.57,-39.73,21.07
1118.709,191.84,-29.68,20.32
1118.716,223.77,-14.36,46.81
1118.724,148.42,2.99,60.93
1118.732,91.35,15.02,64.7
1118.74,115.69,28.21,73.35
1118.747,99.98,50.51,85.85
1118.755,93.26,76.8,104.12
1118.763,87.67,97.63,122.68
1118.77,82.08,118.48,135.42
1118.778,76.49,151.13,155.59
1118.786,70.9,187.49,189.6
1118.793,65.3,209.46,225.47
1118.801,59.71,216.19,260.85
1118.809,54.12,215.94,295.54
1118.816,48.53,209.52,313.84
1118.824,42.94,196.83,310.99
1118.832,37.35,179.52,299.23
1118.84,31.76,153.22,275.41
1118.847,26.17,111.47,227.65
1118.855,20.58,56.62,163.75
1118.863,7.59,1.81,96.25
1118.87,-5.3,-39.96,25.13
1118.878,-11.93,-69.7,-44.37
1118.886,-60.15,-96.75,-98.65
1118.893,-114.33,-120.79,-134.87
1118.901,-126.8,-134.58,-158.41
1118.909,-97.73,-139.7,-171.48
1118.916,-69.27,-143.14,-179.11
1118.924,-77.95,-145.07,-187.14
1118.932,-104.4,-141.63,-189.9
1118.94,-111.17,-131.55,-180.17
1118.947,-106.85,-116.34,-164.5
1118.955,-114.4,-102.25,-150.6
1118.963,-130.02,-97.36,-134.12
1118.97,-148.25,-99.03,-112.87
1118.978,-162.2,-95.19,-96.66
1118.986,-148.67,-87.97,-91.29
1118.993,-112.51,-80.36,-90.03
1119.001,-91.23,-71.79,-86.87
1119.009,-90.71,-75.02,-77.03
1119.016,-94.77,-83.82,-66.2
1119.024,-102.12,-81.83,-63.98
1119.032,-95.72,-69.15,-63.98
1119.04,-67.06,-65.87,-58.63
1119.047,-57.79,-74.06,-57.21
1119.055,-73.34,-72.48,-64.83
1119.063,-55.73,-62.13,-69.14
1119.07,-9.55,-64.01,-65.67
1119.078,-3.63,-72.69,-65.67
1119.086,-36.92,-67.61,-71.65
1119.093,-46.83,-54.87,-75.62
1119.101,-15.65,-54.03,-76.94
1119.109,27.05,-63.7,-77.16
1119.116,50.92,-66.94,-73.3
1119.124,42.3,-58.17,-70.52
1119.132,23.28,-49.39,-75.45
1119.14,22.36,-48.61,-77.37
1119.147,22.72,-47.57,-67.86
1119.155,6.51,-43.61,-61.18
1119.163,-10.67,-45.73,-62.9
1119.17,-32.34,-46.95,-52.69
1119.178,-59.37,-34.79,-27.0
1119.186,-61.61,-25.44,-14.67
1119.193,-69.85,-34.13,-30.16
1119.201,-134.12,-40.38,-52.99
1119.209,-153.98,-31.35,-61.3
1119.216,25.08,-28.07,-56.11
1119.224,411.79,-37.17,-50.58
1119.232,901.15,-37.73,-48.73
1119.24,1229.74,-26.29,-45.74
1119.247,969.38,-18.99,-45.41
1119.255,140.89,-17.96,-38.83
1119.263,-474.42,-16.57,27.35
1119.27,-381.31,-16.21,200.56
1119.278,-93.74,-16.85,453.75
1119.286,-118.5,-16.34,657.84
1119.293,-205.13,-18.54,571.91
1119.301,-116.72,-21.57,71.21
1119.309,-56.47,-17.75,-487.33
1119.316,-105.63,-12.07,-566.15
1119.324,-111.92,-12.03,-228.77
1119.332,-68.19,-11.86,-6.3
1119.34,-70.86,-10.68,-39.66
1119.347,-102.2,-14.64,-66.12
1119.355,-93.65,-15.67,-20.29
1119.363,-48.12,-7.08,-10.02
1119.37,-18.16,-2.27,-14.99
1119.378,-17.88,-8.32,5.17
1119.386,-10.96,-14.57,13.46
1119.393,4.85,-15.7,14.06
1119.401,-2.87,-13.58,34.43
1119.409,-7.16,-6.47,51.66
1119.416,30.9,4.31,55.79
1119.424,80.91,11.87,72.39
1119.432,118.71,13.03,100.22
1119.44,114.54,12.21,119.48
1119.447,116.18,10.18,136.09
1119.455,147.21,-2.66,165.51
1119.463,161.27,-17.8,202.3
1119.47,131.51,-9.72,230.57
1119.478,105.4,1.74,250.3
1119.486,115.13,-12.64,269.14
1119.493,111.38,-2.0,271.0
1119.501,67.31,66.95,239.05
1119.509,33.48,131.39,200.52
1119.516,18.83,299.31,171.96
1119.524,-19.94,551.05,107.75
1119.532,-56.32,443.58,-10.18
1119.54,-49.59,81.2,-83.21
1119.547,-53.3,-179.32,-104.7
1119.555,-103.09,-147.4,-116.43
1119.563,-134.85,-69.23,-144.45
1119.57,-115.47,-59.45,-151.8
1119.578,-94.22,-76.51,-138.8
1119.586,-96.13,-59.85,-125.73
1119.593,-95.56,-38.15,-117.98
1119.601,-76.41,-34.81,-105.45
1119.609,-47.37,-34.14,-85.6
1119.616,-28.86,-24.28,-64.71
1119.624,-35.75,-7.56,-48.49
1119.632,-54.31,5.68,-39.8
1119.64,-58.2,15.44,-37.8
1119.647,-45.42,36.94,-38.9
1119.655,-34.56,69.19,-41.89
1119.663,-35.0,92.44,-47.3
1119.67,-36.44,106.05,-52.0
1119.678,-29.58,126.77,-53.35
1119.686,-24.06,154.02,-55.99
1119.693,-30.11,174.14,-63.95
1119.701,-45.62,184.75,-71.83
1119.709,-68.02,189.49,-74.58
1119.716,-85.37,187.8,-75.49
1119.724,-79.38,181.85,-77.81
1119.732,-61.11,174.45,-80.74
1119.74,-53.38,158.98,-82.98
1119.747,-50.25,128.5,-81.37
1119.755,-45.48,88.58,-75.61
1119.763,-49.9,48.59,-73.99
1119.77,-55.71,10.53,-79.75
1119.778,-41.5,-25.62,-83.72
1119.786,-5.16,-56.8,-82.59
1119.793,26.89,-80.92,-83.52
1119.801,15.88,-98.69,-85.08
1119.809,-21.92,-112.3,-75.97
1119.816,-11.92,-122.41,-54.98
1119.824,36.68,-123.29,-37.08
1119.832,28.19,-111.36,-36.65
1119.84,-29.25,-99.52,-50.67
1119.847,-48.46,-101.36,-64.96
1119.855,-38.17,-105.43,-71.6
1119.863,-42.83,-94.88,-71.64
1119.87,-58.18,-79.81,-68.99
1119.878,-98.97,-78.34,-65.78
1119.886,-137.46,-84.19,-61.41
1119.893,-39.5,-81.57,-60.33
1119.901,302.93,-73.91,-57.57
1119.909,863.86,-74.73,-10.24
1119.916,1323.08,-81.85,135.98
1119.924,1121.34,-81.92,404.62
1119.932,264.07,-75.86,735.29
1119.94,-420.83,-75.04,856.88
1119.947,-466.87,-76.77,444.94
1119.955,-250.58,-72.26,-293.78
1119.963,-178.84,-68.01,-641.74
1119.97,-316.27,-72.13,-368.76
1119.978,-277.5,-79.06,-43.59
1119.986,-179.93,-82.61,-42.26
1119.993,-158.23,-80.23,-105.72
1120.001,-158.9,-69.7,-45.69
1120.009,-133.87,-59.98,-13.49
1120.016,-89.08,-61.5,-46.23
1120.024,-74.65,-64.52,-23.94
1120.032,-88.44,-59.87,33.2
1120.04,-85.11,-58.76,39.08
1120.047,-65.3,-63.87,26.22
1120.055,-49.66,-61.17,47.84
1120.063,-25.95,-53.11,77.39
1120.07,4.2,-53.06,87.98
1120.078,27.83,-54.02,98.51
1120.086,66.41,-54.97,123.43
1120.093,111.83,-55.92,142.98
1120.101,113.99,-56.87,154.62
1120.109,95.43,-57.82,166.26
1120.116,113.55,-58.77,194.49
1120.124,128.95,-59.72,232.46
1120.132,96.79,-60.68,275.37
1120.14,79.38,-61.83,317.14
1120.147,104.55,-58.48,343.9
1120.155,87.54,-53.0,353.64
1120.163,7.05,-48.09,349.23
1120.17,-47.36,-44.9,320.55
1120.178,-50.98,-45.25,269.63
1120.186,-60.45,-45.71,216.3
1120.193,-73.91,-40.67,156.72
1120.201,-62.95,-34.63,75.36
1120.209,-62.02,-37.69,-9.02
1120.216,-77.46,-47.09,-67.95
1120.224,-56.1,-50.79,-103.06
1120.232,-22.57,-46.43,-126.16
1120.24,-39.39,-39.28,-138.75
1120.247,-54.8,-32.06,-142.99
1120.255,-15.22,-29.14,-143.75
1120.263,7.52,-32.34,-143.19
1120.27,-22.93,-32.26,-143.16
1120.278,-29.89,-24.54,-142.07
1120.286,9.64,-20.84,-133.9
1120.293,28.92,-26.73,-119.44
1120.301,3.26,-31.58,-105.58
1120.309,-23.86,-30.51,-93.52
1120.316,-20.14,-30.84,-82.7
1120.324,-9.53,-33.06,-75.13
1120.332,-28.95,-31.29,-68.03
1120.34,-45.87,-29.73,-59.85
1120.347,-2.31,-32.89,-59.29
1120.355,51.14,-31.06,-69.26
1120.363,26.4,-19.71,-77.4
1120.37,-23.39,-11.79,-77.51
1120.378,-10.15,-14.86,-79.0
1120.386,12.25,-21.45,-86.8
1120.393,-10.5,-25.44,-93.63
1120.401,-15.87,-26.14,-95.84
1120.409,13.24,-22.86,-99.34
1120.416,17.85,-18.16,-107.35
1120.424,15.28,-18.13,-112.23
1120.432,54.87,-23.41,-104.83
1120.44,92.25,-25.05,-91.6
1120.447,70.39,-16.15,-90.57
1120.455,25.13,-3.66,-102.33
1120.463,8.75,3.6,-105.02
1120.47,6.78,7.16,-92.13
1120.478,2.76,5.18,-85.42
1120.486,16.73,-9.3,-92.28
1120.493,26.72,-26.59,-90.77
1120.501,-9.83,-28.6,-74.16
1120.509,-18.56,-19.32,-63.71
1120.516,-23.63,-17.54,-66.94
1120.524,-28.69,-22.74,-69.34
1120.532,-33.76,-16.29,-65.96
1120.54,-38.83,13.55,-61.02
1120.547,-43.89,118.19,-49.03
1120.555,-48.96,422.83,-29.75
1120.563,-54.03,881.12,-20.65
1120.57,-56.72,1053.03,-29.64
1120.578,-42.79,606.87,-43.47
1120.586,12.39,-40.58,-53.38
1120.593,157.56,-248.6,-59.76
1120.601,470.06,-93.05,-59.8
1120.609,884.85,-41.71,-55.94
1120.616,1106.92,-121.72,-55.07
1120.624,793.36,-117.11,-56.32
1120.632,54.05,-71.27,-52.9
1120.64,-447.3,-87.3,-15.41
1120.647,-348.65,-101.92,115.69
1120.655,-86.78,-75.98,369.58
1120.663,-71.56,-59.2,665.67
1120.67,-124.59,-59.24,754.8
1120.678,-72.05,-49.22,758.48
1120.686,-42.14,-31.83,762.17
1120.693,-68.46,-21.84,765.86
1120.701,-63.79,-16.76,769.54
1120.709,-59.51,-13.49,773.23
1120.716,-96.04,-6.93,360.05
1120.724,-112.9,14.76,-328.92
1120.732,-86.67,40.73,-652.19
1120.74,-65.7,55.87,-379.36
1120.747,-62.54,73.96,-29.49
1120.755,-53.03,103.52,12.86
1120.763,-37.26,128.94,-37.12
1120.77,-19.3,153.27,8.54
1120.778,9.95,188.61,36.43
1120.786,27.76,212.04,12.74
1120.793,5.89,208.18,18.08
1120.801,-10.97,208.8,38.15
1120.809,30.82,227.02,40.96
1120.816,85.9,227.7,51.83
1120.824,93.24,199.5,67.63
1120.832,83.95,169.59,70.21
1120.84,96.84,141.76,78.67
1120.847,111.43,98.03,101.61
1120.855,117.86,45.27,122.94
1120.863,118.84,2.67,145.7
1120.87,94.25,-31.21,179.59
1120.878,57.41,-63.85,216.78
1120.886,42.86,-89.74,251.43
1120.893,28.14,-105.89,282.21
1120.901,-10.89,-118.45,300.02
1120.909,-38.07,-126.31,301.26
1120.916,-34.11,-124.36,290.93
1120.924,-31.9,-118.08,267.3
1120.932,-46.98,-113.76,226.08
1120.94,-60.11,-109.66,171.54
1120.947,-61.96,-105.51,110.07
1120.955,-62.5,-100.95,41.52
1120.963,-69.27,-91.68,-33.8
1120.97,-78.79,-83.81,-98.88
1120.978,-81.32,-88.96,-130.14
1120.986,-72.67,-96.87,-136.22
1120.993,-65.57,-88.46,-151.3
1121.001,-72.99,-73.04,-177.93
1121.009,-82.49,-70.46,-187.76
1121.016,-78.89,-74.32,-177.47
1121.024,-73.86,-73.45,-166.66
1121.032,-78.32,-75.96,-157.37
1121.04,-81.23,-84.21,-141.34
1121.047,-76.47,-86.32,-122.2
1121.055,-70.07,-81.21,-106.2
1121.063,-64.42,-78.17,-91.69
1121.07,-60.51,-80.37,-78.48
1121.078,-57.48,-83.54,-75.52
1121.086,-48.59,-78.51,-82.65
1121.093,-44.91,-63.04,-80.03
1121.101,-37.75,-53.52,-66.29
1121.109,-30.3,-61.98,-70.27
1121.116,-4.53,-73.13,-89.95
1121.124,35.08,-68.77,-89.21
1121.132,68.04,-56.32,-76.09
1121.14,27.96,-53.78,-87.92
1121.147,-3.81,-61.14,-105.39
1121.155,6.46,-62.67,-89.59
1121.163,2.37,-53.89,-69.88
1121.17,-33.43,-49.19,-88.54
1121.178,-63.4,-55.48,-111.74
1121.186,-81.92,-59.04,-93.3
1121.193,-93.96,-50.87,-62.5
1121.201,-98.23,-41.56,-64.24
1121.209,-125.82,-39.57,-79.47
1121.216,-155.92,-40.08,-72.04
1121.224,-62.13,-40.08,-51.4
1121.232,236.59,-38.2,-43.01
1121.24,688.86,-35.57,-40.05
1121.247,1080.36,-38.99,-36.54
1121.255,990.81,-40.18,-36.05
1121.263,270.29,-24.87,-34.0
1121.27,-446.01,-21.23,-25.71
1121.278,-507.95,-25.16,-15.0
1121.286,-228.22,-30.04,5.98
1121.293,-188.85,-30.5,27.28
1121.301,-286.14,-26.31,29.28
1121.309,-244.06,-18.49,14.35
1121.316,-177.85,-5.62,0.84
1121.324,-192.97,29.66,-4.93
1121.332,-191.98,176.94,-3.06
1121.34,-156.68,553.29,9.02
1121.347,-141.35,996.27,23.66
1121.355,-131.49,1004.72,27.73
1121.363,-112.71,423.52,24.49
1121.37,-102.54,-149.9,39.86
1121.378,-92.0,-208.9,121.18
1121.386,-71.2,-43.72,323.36
1121.393,-56.65,-61.45,634.42
1121.401,-48.0,-143.77,852.33
1121.409,-30.44,-109.46,636.2
1121.416,-14.97,-67.28,-61.38
1121.424,-12.2,-88.83,-687.16
1121.432,-3.67,-96.06,-673.6
1121.44,21.38,-73.7,-233.94
1121.447,49.65,-62.58,21.77
1121.455,68.55,-57.78,1.21
1121.463,70.76,-47.99,-4.03
1121.47,60.54,-39.78,49.43
1121.478,59.2,-29.23,50.21
1121.486,71.66,-14.95,33.68
1121.493,78.56,-5.6,48.45
1121.501,75.52,2.09,59.48
1121.509,72.14,17.9,60.64
1121.516,65.59,39.45,69.59
1121.524,52.07,60.92,75.7
1121.532,34.04,86.0,79.23
1121.54,10.03,118.67,94.32
1121.547,-13.99,151.28,116.49
1121.555,-25.85,173.77,140.03
1121.563,-29.77,187.73,169.75
1121.57,-36.0,197.99,204.88
1121.578,-42.69,200.21,240.41
1121.586,-45.82,192.34,271.93
1121.593,-40.67,182.2,293.37
1121.601,-23.01,168.39,302.48
1121.609,-1.62,136.73,299.67
1121.616,-3.02,87.41,281.49
1121.624,-5.93,39.56,244.61
1121.632,-10.64,2.19,189.75
1121.64,-4.42,-34.15,121.92
1121.647,-12.46,-73.02,49.53
1121.655,-13.37,-103.09,-21.21
1121.663,-19.18,-118.03,-84.05
1121.67,-36.89,-125.66,-130.41
1121.678,-48.6,-132.84,-160.08
1121.686,-42.95,-137.31,-179.26
1121.693,-32.9,-135.93,-189.38
1121.701,-27.17,-129.22,-194.23
1121.709,-25.69,-119.85,-197.5
1121.716,-33.44,-111.99,-190.67
1121.724,-42.43,-106.91,-172.63
1121.732,-24.55,-100.18,-160.53
1121.74,27.19,-89.85,-156.82
1121.747,72.22,-81.73,-145.11
1121.755,68.98,-79.1,-126.35
1121.763,37.38,-76.9,-113.53
1121.77,29.15,-73.39,-102.24
1121.778,42.89,-72.96,-86.15
1121.786,37.3,-74.11,-75.83
1121.793,12.31,-74.15,-75.7
1121.801,-4.36,-74.19,-75.57
1121.809,-12.44,-74.23,-75.45
1121.816,-17.12,-74.27,-75.32
1121.824,-22.94,-74.32,-75.42
1121.832,-58.06,-74.36,-72.1
1121.84,-95.02,-74.4,-69.62
1121.847,2.52,-74.44,-72.15
1121.855,344.91,-74.48,-76.79
1121.863,876.39,-74.52,-83.24
1121.87,1311.71,-74.56,-90.96
1121.878,1198.53,-74.61,-94.15
1121.886,428.12,-74.65,-93.1
1121.893,-354.16,-74.69,-93.43
1121.901,-497.87,-74.73,-91.61
1121.909,-259.27,-74.77,-83.71
1121.916,-210.18,-72.89,-80.82
1121.924,-310.03,-69.48,-91.33
1121.932,-290.01,-66.09,-100.98
1121.94,-228.11,-63.8,-94.86
1121.947,-239.19,-66.62,-82.94
1121.955,-241.56,-71.57,-78.92
1121.963,-205.99,-68.0,-74.64
1121.97,-188.98,-57.97,-63.54
1121.978,-180.93,-54.7,-60.66
1121.986,-157.63,-58.45,-70.05
1121.993,-141.63,-58.36,-71.47
1122.001,-136.72,-51.79,-61.43
1122.009,-120.76,-44.89,-58.56
1122.016,-95.72,-42.94,-59.81
1122.024,-75.65,-45.25,-43.93
1122.032,-58.84,-45.0,-14.56
